history_id,investor_id,idea_id,year,interaction_score
5277,214,657,2018,1
5278,214,572,2018,1
5279,214,81,2018,1
5280,214,33,2018,1
5281,215,74,2015,4
5282,215,422,2022,4
5283,215,608,2018,3
5284,215,774,2018,3
5285,215,643,2018,3
5286,215,186,2018,3
5287,215,889,2018,3
5288,215,499,2018,3
5289,215,779,2018,3
5290,215,933,2018,3
5291,215,529,2021,2
5292,215,364,2021,2
5293,215,857,2021,2
5294,215,260,2019,1
5295,215,85,2019,1
5296,215,614,2019,1
5297,215,199,2019,1
5298,215,56,2019,1
5299,215,687,2019,1
5300,215,1,2019,1
5301,216,310,2015,4
5302,216,351,2023,4
5303,216,626,2021,3
5304,216,329,2021,3
5305,216,730,2018,3
5306,216,814,2018,3
5307,216,130,2018,3
5308,216,7,2018,3
5309,216,520,2018,3
5310,216,726,2018,3
5311,216,766,2020,1
5312,216,146,2019,1
5313,216,732,2019,1
5314,216,652,2018,1
5315,216,695,2018,1
5316,216,142,2018,1
5317,216,172,2018,1
5318,216,290,2018,1
5319,216,914,2018,1
5320,216,804,2018,1
5321,217,181,2015,4
5322,217,509,2015,4
5323,217,523,2015,4
5324,217,534,2023,4
5325,217,280,2022,4
5326,217,458,2022,4
5327,217,6,2021,3
5328,217,693,2018,3
5329,217,55,2018,3
5330,217,316,2018,3
5331,217,447,2019,1
5332,217,698,2019,1
5333,217,725,2019,1
5334,217,358,2019,1
5335,217,224,2019,1
5336,217,638,2018,1
5337,217,338,2018,1
5338,217,597,2018,1
5339,217,983,2018,1
5340,217,431,2018,1
5341,218,755,2023,4
5342,218,180,2023,4
5343,218,103,2022,4
5344,218,585,2022,4
5345,218,185,2022,4
5346,218,247,2018,3
5347,218,682,2018,3
5348,218,24,2018,3
5349,218,677,2018,3
5350,218,681,2018,3
5351,218,287,2021,2
5352,218,159,2020,2
5353,218,483,2019,1
5354,218,805,2019,1
5355,218,118,2019,1
5356,218,426,2019,1
5357,218,776,2019,1
5358,218,979,2019,1
5359,218,474,2019,1
5360,218,674,2019,1
5361,219,97,2015,4
5362,219,341,2022,4
5363,219,156,2021,3
5364,219,543,2018,3
5365,219,627,2018,3
5366,219,668,2018,3
5367,219,883,2018,3
5368,219,705,2018,3
5369,219,284,2018,3
5370,219,606,2018,3
5371,219,54,2018,1
5372,219,551,2018,1
5373,219,505,2018,1
5374,219,115,2018,1
5375,219,644,2018,1
5376,219,486,2018,1
5377,219,144,2018,1
5378,219,554,2018,1
5379,219,955,2018,1
5380,219,622,2018,1
5381,220,877,2023,4
5382,220,134,2022,4
5383,220,524,2022,4
5384,220,309,2022,4
5385,220,55,2018,3
5386,220,996,2018,3
5387,220,211,2018,3
5388,220,805,2018,3
5389,220,461,2018,3
5390,220,205,2018,3
5391,220,578,2019,1
5392,220,453,2019,1
5393,220,655,2018,1
5394,220,180,2018,1
5395,220,287,2018,1
5396,220,163,2018,1
5397,220,331,2018,1
5398,220,449,2018,1
5399,220,138,2018,1
5400,220,370,2018,1
5401,221,507,2018,3
5402,221,302,2018,3
5403,221,541,2018,3
5404,221,896,2018,3
5405,221,8,2018,3
5406,221,522,2018,3
5407,221,731,2018,3
5408,221,293,2018,3
5409,221,903,2018,3
5410,221,617,2018,3
5411,221,759,2019,1
5412,221,266,2019,1
5413,221,369,2019,1
5414,221,470,2018,1
5415,221,399,2018,1
5416,221,997,2018,1
5417,221,93,2018,1
5418,221,906,2018,1
5419,221,992,2018,1
5420,221,948,2018,1
5421,222,454,2023,4
5422,222,711,2023,4
5423,222,737,2023,4
5424,222,598,2023,4
5425,222,121,2022,4
5426,222,918,2018,3
5427,222,379,2018,3
5428,222,603,2018,3
5429,222,254,2018,3
5430,222,291,2018,3
5431,222,701,2021,2
5432,222,706,2019,1
5433,222,843,2019,1
5434,222,167,2019,1
5435,222,35,2019,1
5436,222,361,2019,1
5437,222,40,2019,1
5438,222,231,2019,1
5439,222,239,2019,1
5440,222,638,2019,1
5441,223,445,2015,4
5442,223,235,2023,4
5443,223,60,2023,4
5444,223,688,2023,4
5445,223,738,2023,4
5446,223,946,2018,3
5447,223,714,2018,3
5448,223,570,2018,3
5449,223,68,2018,3
5450,223,430,2018,3
5451,223,417,2021,2
5452,223,880,2019,1
5453,223,461,2019,1
5454,223,555,2019,1
5455,223,580,2019,1
5456,223,718,2019,1
5457,223,523,2019,1
5458,223,998,2019,1
5459,223,948,2019,1
5460,223,959,2019,1
5461,224,390,2015,4
5462,224,526,2023,4
5463,224,459,2023,4
5464,224,670,2023,4
5465,224,504,2022,4
5466,224,821,2021,3
5467,224,945,2018,3
5468,224,864,2018,3
5469,224,513,2018,3
5470,224,371,2018,3
5471,224,694,2019,1
5472,224,875,2019,1
5473,224,544,2019,1
5474,224,252,2019,1
5475,224,295,2019,1
5476,224,407,2018,1
5477,224,331,2018,1
5478,224,361,2018,1
5479,224,204,2018,1
5480,224,638,2018,1
5481,225,634,2015,4
5482,225,147,2023,4
5483,225,112,2022,4
5484,225,914,2018,3
5485,225,188,2018,3
5486,225,514,2018,3
5487,225,284,2018,3
5488,225,129,2018,3
5489,225,617,2018,3
5490,225,976,2018,3
5491,225,132,2019,1
5492,225,521,2019,1
5493,225,722,2019,1
5494,225,469,2018,1
5495,225,788,2018,1
5496,225,749,2018,1
5497,225,209,2018,1
5498,225,194,2018,1
5499,225,151,2018,1
5500,225,118,2018,1
5501,226,238,2023,4
5502,226,217,2023,4
5503,226,559,2023,4
5504,226,974,2018,3
5505,226,160,2018,3
5506,226,779,2018,3
5507,226,76,2018,3
5508,226,275,2018,3
5509,226,765,2018,3
5510,226,468,2018,3
5511,226,438,2021,2
5512,226,389,2021,2
5513,226,598,2021,2
5514,226,672,2019,1
5515,226,421,2019,1
5516,226,590,2019,1
5517,226,315,2019,1
5518,226,121,2019,1
5519,226,109,2019,1
5520,226,519,2019,1
5521,227,851,2015,4
5522,227,810,2023,4
5523,227,19,2022,4
5524,227,210,2018,3
5525,227,145,2018,3
5526,227,889,2018,3
5527,227,669,2018,3
5528,227,828,2018,3
5529,227,783,2018,3
5530,227,608,2018,3
5531,227,224,2021,2
5532,227,159,2021,2
5533,227,267,2021,2
5534,227,673,2019,1
5535,227,293,2019,1
5536,227,303,2019,1
5537,227,914,2019,1
5538,227,284,2019,1
5539,227,43,2019,1
5540,227,331,2019,1
5541,228,608,2023,4
5542,228,877,2023,4
5543,228,985,2022,4
5544,228,111,2021,3
5545,228,440,2018,3
5546,228,697,2018,3
5547,228,776,2018,3
5548,228,580,2018,3
5549,228,992,2018,3
5550,228,569,2018,3
5551,228,782,2019,1
5552,228,581,2019,1
5553,228,849,2018,1
5554,228,982,2018,1
5555,228,441,2018,1
5556,228,393,2018,1
5557,228,260,2018,1
5558,228,652,2018,1
5559,228,362,2018,1
5560,228,21,2018,1
5561,229,182,2022,4
5562,229,555,2022,4
5563,229,887,2022,4
5564,229,372,2018,3
5565,229,70,2018,3
5566,229,653,2018,3
5567,229,247,2018,3
5568,229,547,2018,3
5569,229,274,2018,3
5570,229,336,2018,3
5571,229,339,2021,2
5572,229,449,2021,2
5573,229,752,2021,2
5574,229,303,2021,2
5575,229,65,2021,2
5576,229,242,2021,2
5577,229,647,2021,2
5578,229,210,2021,2
5579,229,756,2019,1
5580,229,898,2019,1
5581,230,319,2023,4
5582,230,36,2021,3
5583,230,17,2018,3
5584,230,234,2018,3
5585,230,285,2018,3
5586,230,506,2018,3
5587,230,116,2018,3
5588,230,272,2018,3
5589,230,316,2018,3
5590,230,440,2018,3
5591,230,839,2019,1
5592,230,280,2019,1
5593,230,268,2018,1
5594,230,32,2018,1
5595,230,891,2018,1
5596,230,105,2018,1
5597,230,944,2018,1
5598,230,720,2018,1
5599,230,557,2018,1
5600,230,43,2018,1
5601,231,757,2015,4
5602,231,587,2023,4
5603,231,867,2022,4
5604,231,674,2021,3
5605,231,651,2018,3
5606,231,231,2018,3
5607,231,129,2018,3
5608,231,121,2018,3
5609,231,421,2018,3
5610,231,827,2018,3
5611,231,969,2021,2
5612,231,937,2021,2
5613,231,442,2021,2
5614,231,446,2019,1
5615,231,227,2019,1
5616,231,355,2019,1
5617,231,622,2018,1
5618,231,922,2018,1
5619,231,506,2018,1
5620,231,569,2018,1
5621,232,159,2018,3
5622,232,181,2018,3
5623,232,530,2018,3
5624,232,512,2018,3
5625,232,612,2018,3
5626,232,285,2018,3
5627,232,443,2018,3
5628,232,900,2018,3
5629,232,148,2018,3
5630,232,234,2018,3
5631,232,866,2021,2
5632,232,608,2021,2
5633,232,270,2021,2
5634,232,336,2020,1
5635,232,885,2019,1
5636,232,79,2019,1
5637,232,106,2019,1
5638,232,237,2018,1
5639,232,293,2018,1
5640,232,820,2018,1
5641,233,996,2023,4
5642,233,971,2023,4
5643,233,128,2023,4
5644,233,727,2018,3
5645,233,387,2018,3
5646,233,173,2018,3
5647,233,113,2018,3
5648,233,158,2018,3
5649,233,279,2018,3
5650,233,488,2018,3
5651,233,224,2021,2
5652,233,578,2021,2
5653,233,876,2021,2
5654,233,646,2021,2
5655,233,14,2019,1
5656,233,617,2019,1
5657,233,2,2019,1
5658,233,433,2019,1
5659,233,604,2019,1
5660,233,263,2019,1
5661,234,880,2018,3
5662,234,182,2018,3
5663,234,906,2018,3
5664,234,810,2018,3
5665,234,119,2018,3
5666,234,390,2018,3
5667,234,425,2018,3
5668,234,328,2018,3
5669,234,564,2018,3
5670,234,527,2018,3
5671,234,623,2019,1
5672,234,712,2019,1
5673,234,136,2019,1
5674,234,728,2018,1
5675,234,647,2018,1
5676,234,977,2018,1
5677,234,514,2018,1
5678,234,421,2018,1
5679,234,849,2018,1
5680,234,331,2018,1
5681,235,4,2015,4
5682,235,351,2022,4
5683,235,622,2021,3
5684,235,450,2021,3
5685,235,449,2018,3
5686,235,804,2018,3
5687,235,236,2018,3
5688,235,346,2018,3
5689,235,305,2018,3
5690,235,491,2018,3
5691,235,582,2019,1
5692,235,48,2019,1
5693,235,889,2019,1
5694,235,596,2019,1
5695,235,473,2019,1
5696,235,193,2019,1
5697,235,144,2018,1
5698,235,464,2018,1
5699,235,100,2018,1
5700,235,554,2018,1
5701,236,229,2015,4
5702,236,287,2023,4
5703,236,488,2023,4
5704,236,630,2023,4
5705,236,885,2018,3
5706,236,559,2018,3
5707,236,539,2018,3
5708,236,712,2018,3
5709,236,94,2018,3
5710,236,477,2018,3
5711,236,431,2021,2
5712,236,577,2021,2
5713,236,615,2021,2
5714,236,449,2021,2
5715,236,734,2021,2
5716,236,22,2021,2
5717,236,522,2021,2
5718,236,530,2019,1
5719,236,835,2019,1
5720,236,403,2019,1
5721,237,654,2018,3
5722,237,864,2018,3
5723,237,683,2018,3
5724,237,809,2018,3
5725,237,152,2018,3
5726,237,531,2018,3
5727,237,427,2018,3
5728,237,38,2018,3
5729,237,598,2018,3
5730,237,907,2018,3
5731,237,961,2019,1
5732,237,524,2019,1
5733,237,88,2019,1
5734,237,365,2019,1
5735,237,692,2019,1
5736,237,356,2019,1
5737,237,590,2018,1
5738,237,12,2018,1
5739,237,124,2018,1
5740,237,212,2018,1
5741,238,78,2015,4
5742,238,202,2015,4
5743,238,894,2023,4
5744,238,969,2023,4
5745,238,270,2018,3
5746,238,812,2018,3
5747,238,275,2018,3
5748,238,915,2018,3
5749,238,343,2018,3
5750,238,851,2018,3
5751,238,809,2021,2
5752,238,789,2021,2
5753,238,394,2021,2
5754,238,513,2021,2
5755,238,54,2021,2
5756,238,384,2021,2
5757,238,361,2019,1
5758,238,647,2019,1
5759,238,634,2019,1
5760,238,56,2019,1
5761,239,485,2023,4
5762,239,127,2022,4
5763,239,672,2021,3
5764,239,668,2021,3
5765,239,138,2021,3
5766,239,326,2018,3
5767,239,729,2018,3
5768,239,585,2018,3
5769,239,531,2018,3
5770,239,103,2018,3
5771,239,772,2019,1
5772,239,882,2019,1
5773,239,763,2019,1
5774,239,491,2018,1
5775,239,293,2018,1
5776,239,695,2018,1
5777,239,121,2018,1
5778,239,566,2018,1
5779,239,616,2018,1
5780,239,21,2018,1
5781,240,351,2023,4
5782,240,270,2023,4
5783,240,615,2023,4
5784,240,114,2022,4
5785,240,701,2018,3
5786,240,133,2018,3
5787,240,416,2018,3
5788,240,130,2018,3
5789,240,201,2018,3
5790,240,749,2018,3
5791,240,969,2019,1
5792,240,578,2019,1
5793,240,257,2019,1
5794,240,971,2019,1
5795,240,566,2018,1
5796,240,361,2018,1
5797,240,487,2018,1
5798,240,401,2018,1
5799,240,790,2018,1
5800,240,121,2018,1
5801,241,972,2015,4
5802,241,501,2015,4
5803,241,137,2018,3
5804,241,709,2018,3
5805,241,611,2018,3
5806,241,268,2018,3
5807,241,684,2018,3
5808,241,67,2018,3
5809,241,705,2018,3
5810,241,339,2018,3
5811,241,112,2019,1
5812,241,330,2019,1
5813,241,828,2019,1
5814,241,467,2018,1
5815,241,374,2018,1
5816,241,708,2018,1
5817,241,328,2018,1
5818,241,564,2018,1
5819,241,988,2018,1
5820,241,325,2018,1
5821,242,582,2015,5
5822,242,113,2015,4
5823,242,677,2023,4
5824,242,438,2023,4
5825,242,699,2022,4
5826,242,312,2018,3
5827,242,379,2018,3
5828,242,642,2018,3
5829,242,563,2018,3
5830,242,446,2018,3
5831,242,277,2021,2
5832,242,474,2021,2
5833,242,789,2021,2
5834,242,395,2019,1
5835,242,966,2019,1
5836,242,647,2019,1
5837,242,705,2019,1
5838,242,626,2019,1
5839,242,976,2019,1
5840,242,621,2019,1
5841,243,427,2015,4
5842,243,869,2022,4
5843,243,347,2021,3
5844,243,23,2018,3
5845,243,945,2018,3
5846,243,585,2018,3
5847,243,512,2018,3
5848,243,530,2018,3
5849,243,565,2018,3
5850,243,776,2018,3
5851,243,280,2019,1
5852,243,47,2019,1
5853,243,594,2019,1
5854,243,820,2018,1
5855,243,239,2018,1
5856,243,734,2018,1
5857,243,977,2018,1
5858,243,655,2018,1
5859,243,650,2018,1
5860,243,752,2018,1
5861,244,495,2015,4
5862,244,886,2023,4
5863,244,54,2022,4
5864,244,697,2022,4
5865,244,322,2022,4
5866,244,250,2018,3
5867,244,971,2018,3
5868,244,153,2018,3
5869,244,289,2018,3
5870,244,91,2018,3
5871,244,846,2021,2
5872,244,380,2021,2
5873,244,767,2021,2
5874,244,918,2021,2
5875,244,720,2021,2
5876,244,715,2021,2
5877,244,564,2019,1
5878,244,701,2019,1
5879,244,282,2019,1
5880,244,975,2019,1
5881,245,630,2015,4
5882,245,28,2015,4
5883,245,737,2023,4
5884,245,264,2023,4
5885,245,17,2023,4
5886,245,703,2023,4
5887,245,125,2018,3
5888,245,341,2018,3
5889,245,197,2018,3
5890,245,475,2018,3
5891,245,848,2021,2
5892,245,871,2021,2
5893,245,837,2021,2
5894,245,927,2019,1
5895,245,239,2019,1
5896,245,944,2019,1
5897,245,293,2019,1
5898,245,558,2019,1
5899,245,819,2019,1
5900,245,820,2019,1
5901,246,748,2015,4
5902,246,698,2023,4
5903,246,993,2023,4
5904,246,801,2023,4
5905,246,154,2022,4
5906,246,4,2022,4
5907,246,877,2018,3
5908,246,817,2018,3
5909,246,991,2018,3
5910,246,603,2018,3
5911,246,796,2021,2
5912,246,888,2021,2
5913,246,595,2021,2
5914,246,836,2021,2
5915,246,894,2021,2
5916,246,512,2021,2
5917,246,455,2021,2
5918,246,734,2019,1
5919,246,519,2019,1
5920,246,189,2019,1
5921,247,876,2015,4
5922,247,943,2023,4
5923,247,800,2023,4
5924,247,11,2023,4
5925,247,961,2018,3
5926,247,581,2018,3
5927,247,229,2018,3
5928,247,725,2018,3
5929,247,386,2018,3
5930,247,698,2018,3
5931,247,266,2021,2
5932,247,804,2021,2
5933,247,1,2021,2
5934,247,167,2021,2
5935,247,210,2021,2
5936,247,482,2019,1
5937,247,115,2019,1
5938,247,810,2019,1
5939,247,502,2019,1
5940,247,455,2019,1
5941,248,195,2023,4
5942,248,661,2023,4
5943,248,439,2022,4
5944,248,391,2022,4
5945,248,108,2018,3
5946,248,905,2018,3
5947,248,28,2018,3
5948,248,90,2018,3
5949,248,122,2018,3
5950,248,459,2018,3
5951,248,13,2021,2
5952,248,70,2021,2
5953,248,864,2021,2
5954,248,170,2021,2
5955,248,144,2021,2
5956,248,274,2021,2
5957,248,579,2021,2
5958,248,432,2020,1
5959,248,972,2019,1
5960,248,305,2019,1
5961,249,214,2015,4
5962,249,975,2015,4
5963,249,437,2022,4
5964,249,359,2021,3
5965,249,602,2018,3
5966,249,316,2018,3
5967,249,758,2018,3
5968,249,23,2018,3
5969,249,661,2018,3
5970,249,116,2018,3
5971,249,801,2019,1
5972,249,252,2019,1
5973,249,713,2019,1
5974,249,386,2019,1
5975,249,105,2018,1
5976,249,833,2018,1
5977,249,977,2018,1
5978,249,944,2018,1
5979,249,762,2018,1
5980,249,212,2018,1
5981,250,234,2015,4
5982,250,774,2023,4
5983,250,289,2022,4
5984,250,810,2018,3
5985,250,23,2018,3
5986,250,368,2018,3
5987,250,96,2018,3
5988,250,486,2018,3
5989,250,850,2018,3
5990,250,350,2018,3
5991,250,559,2019,1
5992,250,968,2019,1
5993,250,142,2018,1
5994,250,154,2018,1
5995,250,927,2018,1
5996,250,687,2018,1
5997,250,293,2018,1
5998,250,652,2018,1
5999,250,883,2018,1
6000,250,441,2018,1
6001,251,889,2023,4
6002,251,560,2023,4
6003,251,358,2022,4
6004,251,962,2021,3
6005,251,729,2018,3
6006,251,366,2018,3
6007,251,871,2018,3
6008,251,986,2018,3
6009,251,880,2018,3
6010,251,486,2018,3
6011,251,147,2019,1
6012,251,763,2019,1
6013,251,786,2019,1
6014,251,557,2018,1
6015,251,466,2018,1
6016,251,433,2018,1
6017,251,349,2018,1
6018,251,846,2018,1
6019,251,338,2018,1
6020,251,720,2018,1
6021,252,723,2023,4
6022,252,127,2023,4
6023,252,571,2022,4
6024,252,852,2022,4
6025,252,416,2021,3
6026,252,798,2018,3
6027,252,347,2018,3
6028,252,843,2018,3
6029,252,956,2018,3
6030,252,892,2018,3
6031,252,436,2020,1
6032,252,722,2019,1
6033,252,206,2019,1
6034,252,74,2019,1
6035,252,729,2018,1
6036,252,660,2018,1
6037,252,440,2018,1
6038,252,923,2018,1
6039,252,357,2018,1
6040,252,116,2018,1
6041,253,362,2023,4
6042,253,335,2023,4
6043,253,672,2023,4
6044,253,991,2023,4
6045,253,49,2023,4
6046,253,69,2022,4
6047,253,386,2018,3
6048,253,228,2018,3
6049,253,252,2018,3
6050,253,356,2018,3
6051,253,277,2019,1
6052,253,554,2019,1
6053,253,955,2019,1
6054,253,496,2019,1
6055,253,999,2019,1
6056,253,873,2019,1
6057,253,342,2019,1
6058,253,403,2019,1
6059,253,979,2019,1
6060,253,997,2019,1
6061,254,654,2015,4
6062,254,975,2015,4
6063,254,592,2023,4
6064,254,828,2023,4
6065,254,757,2021,3
6066,254,938,2018,3
6067,254,888,2018,3
6068,254,963,2018,3
6069,254,542,2018,3
6070,254,502,2018,3
6071,254,789,2019,1
6072,254,658,2019,1
6073,254,248,2019,1
6074,254,127,2019,1
6075,254,221,2019,1
6076,254,645,2019,1
6077,254,766,2019,1
6078,254,511,2018,1
6079,254,953,2018,1
6080,254,980,2018,1
6081,255,459,2018,3
6082,255,915,2018,3
6083,255,777,2018,3
6084,255,341,2018,3
6085,255,327,2018,3
6086,255,402,2018,3
6087,255,727,2018,3
6088,255,631,2018,3
6089,255,563,2018,3
6090,255,168,2018,3
6091,255,350,2021,2
6092,255,752,2020,1
6093,255,514,2019,1
6094,255,597,2019,1
6095,255,614,2019,1
6096,255,967,2019,1
6097,255,370,2019,1
6098,255,519,2019,1
6099,255,826,2019,1
6100,255,890,2019,1
6101,256,942,2015,4
6102,256,691,2023,4
6103,256,176,2022,4
6104,256,964,2018,3
6105,256,337,2018,3
6106,256,301,2018,3
6107,256,178,2018,3
6108,256,132,2018,3
6109,256,468,2018,3
6110,256,314,2018,3
6111,256,205,2021,2
6112,256,863,2021,2
6113,256,932,2021,2
6114,256,116,2021,2
6115,256,604,2019,1
6116,256,462,2019,1
6117,256,647,2019,1
6118,256,329,2019,1
6119,256,572,2019,1
6120,256,187,2019,1
6121,257,664,2023,4
6122,257,381,2023,4
6123,257,458,2023,4
6124,257,967,2022,4
6125,257,197,2018,3
6126,257,446,2018,3
6127,257,603,2018,3
6128,257,78,2018,3
6129,257,34,2018,3
6130,257,624,2018,3
6131,257,801,2021,2
6132,257,24,2021,2
6133,257,328,2021,2
6134,257,579,2021,2
6135,257,865,2020,2
6136,257,784,2019,1
6137,257,124,2019,1
6138,257,237,2019,1
6139,257,26,2019,1
6140,257,172,2019,1
6141,258,357,2015,4
6142,258,396,2021,3
6143,258,535,2021,3
6144,258,205,2018,3
6145,258,660,2018,3
6146,258,467,2018,3
6147,258,183,2018,3
6148,258,328,2018,3
6149,258,729,2018,3
6150,258,546,2018,3
6151,258,312,2021,2
6152,258,911,2019,1
6153,258,958,2019,1
6154,258,477,2019,1
6155,258,723,2019,1
6156,258,176,2018,1
6157,258,878,2018,1
6158,258,361,2018,1
6159,258,734,2018,1
6160,258,339,2018,1
6161,259,532,2023,4
6162,259,801,2022,4
6163,259,658,2022,4
6164,259,159,2018,3
6165,259,554,2018,3
6166,259,400,2018,3
6167,259,691,2018,3
6168,259,483,2018,3
6169,259,873,2018,3
6170,259,277,2018,3
6171,259,71,2021,2
6172,259,63,2021,2
6173,259,885,2019,1
6174,259,146,2019,1
6175,259,547,2019,1
6176,259,80,2019,1
6177,259,161,2018,1
6178,259,347,2018,1
6179,259,841,2018,1
6180,259,818,2018,1
6181,260,234,2015,4
6182,260,81,2021,3
6183,260,395,2021,3
6184,260,788,2018,3
6185,260,450,2018,3
6186,260,936,2018,3
6187,260,208,2018,3
6188,260,620,2018,3
6189,260,128,2018,3
6190,260,538,2018,3
6191,260,224,2019,1
6192,260,533,2019,1
6193,260,846,2018,1
6194,260,12,2018,1
6195,260,890,2018,1
6196,260,514,2018,1
6197,260,354,2018,1
6198,260,320,2018,1
6199,260,167,2018,1
6200,260,744,2018,1
6201,261,135,2015,4
6202,261,817,2015,4
6203,261,91,2023,4
6204,261,646,2023,4
6205,261,752,2022,4
6206,261,777,2018,3
6207,261,991,2018,3
6208,261,633,2018,3
6209,261,145,2018,3
6210,261,275,2018,3
6211,261,130,2021,2
6212,261,159,2021,2
6213,261,205,2021,2
6214,261,685,2021,2
6215,261,732,2021,2
6216,261,922,2021,2
6217,261,288,2020,1
6218,261,494,2019,1
6219,261,927,2019,1
6220,261,572,2019,1
6221,262,249,2015,4
6222,262,542,2015,4
6223,262,723,2022,4
6224,262,734,2021,3
6225,262,353,2021,3
6226,262,895,2018,3
6227,262,873,2018,3
6228,262,740,2018,3
6229,262,913,2018,3
6230,262,427,2018,3
6231,262,252,2019,1
6232,262,844,2019,1
6233,262,298,2018,1
6234,262,401,2018,1
6235,262,625,2018,1
6236,262,444,2018,1
6237,262,481,2018,1
6238,262,572,2018,1
6239,262,650,2018,1
6240,262,800,2018,1
6241,263,516,2015,5
6242,263,799,2023,4
6243,263,597,2022,4
6244,263,499,2018,3
6245,263,639,2018,3
6246,263,952,2018,3
6247,263,488,2018,3
6248,263,168,2018,3
6249,263,404,2018,3
6250,263,376,2018,3
6251,263,948,2021,2
6252,263,127,2021,2
6253,263,467,2021,2
6254,263,161,2020,1
6255,263,507,2019,1
6256,263,904,2019,1
6257,263,432,2019,1
6258,263,263,2019,1
6259,263,393,2019,1
6260,263,187,2019,1
6261,264,488,2023,4
6262,264,910,2023,4
6263,264,29,2022,4
6264,264,729,2018,3
6265,264,718,2018,3
6266,264,350,2018,3
6267,264,664,2018,3
6268,264,913,2018,3
6269,264,509,2018,3
6270,264,96,2018,3
6271,264,666,2019,1
6272,264,348,2019,1
6273,264,30,2019,1
6274,264,723,2019,1
6275,264,465,2019,1
6276,264,773,2019,1
6277,264,363,2019,1
6278,264,614,2018,1
6279,264,953,2018,1
6280,264,671,2018,1
6281,265,562,2015,5
6282,265,192,2015,4
6283,265,531,2015,4
6284,265,139,2023,4
6285,265,688,2023,4
6286,265,757,2021,3
6287,265,718,2018,3
6288,265,55,2018,3
6289,265,226,2018,3
6290,265,753,2018,3
6291,265,724,2019,1
6292,265,323,2019,1
6293,265,251,2019,1
6294,265,969,2019,1
6295,265,305,2018,1
6296,265,331,2018,1
6297,265,41,2018,1
6298,265,819,2018,1
6299,265,616,2018,1
6300,265,97,2018,1
6301,266,29,2022,4
6302,266,685,2018,3
6303,266,222,2018,3
6304,266,308,2018,3
6305,266,562,2018,3
6306,266,316,2018,3
6307,266,622,2018,3
6308,266,922,2018,3
6309,266,880,2018,3
6310,266,632,2018,3
6311,266,114,2019,1
6312,266,79,2019,1
6313,266,9,2019,1
6314,266,981,2019,1
6315,266,13,2019,1
6316,266,931,2018,1
6317,266,422,2018,1
6318,266,35,2018,1
6319,266,111,2018,1
6320,266,290,2018,1
6321,267,979,2015,4
6322,267,430,2022,4
6323,267,573,2021,3
6324,267,579,2018,3
6325,267,805,2018,3
6326,267,975,2018,3
6327,267,190,2018,3
6328,267,455,2018,3
6329,267,909,2018,3
6330,267,836,2018,3
6331,267,885,2019,1
6332,267,995,2019,1
6333,267,604,2018,1
6334,267,204,2018,1
6335,267,804,2018,1
6336,267,902,2018,1
6337,267,19,2018,1
6338,267,511,2018,1
6339,267,434,2018,1
6340,267,36,2018,1
6341,268,759,2021,3
6342,268,394,2020,3
6343,268,767,2020,3
6344,268,441,2019,3
6345,268,493,2018,3
6346,268,317,2017,3
6347,268,833,2015,3
6348,268,937,2015,3
6349,268,568,2015,3
6350,268,61,2015,3
6351,268,842,2016,0
6352,268,626,2016,0
6353,268,49,2016,0
6354,268,535,2016,0
6355,268,507,2016,0
6356,268,314,2015,0
6357,268,700,2015,0
6358,268,115,2015,0
6359,268,887,2023,0
6360,268,378,2023,0
6361,269,338,2023,4
6362,269,36,2023,4
6363,269,450,2022,4
6364,269,513,2022,4
6365,269,690,2022,4
6366,269,875,2018,3
6367,269,53,2018,3
6368,269,529,2018,3
6369,269,79,2018,3
6370,269,309,2018,3
6371,269,704,2021,2
6372,269,142,2021,2
6373,269,422,2021,2
6374,269,169,2021,2
6375,269,777,2021,2
6376,269,167,2021,2
6377,269,230,2019,1
6378,269,435,2019,1
6379,269,549,2019,1
6380,269,992,2019,1
6381,270,781,2015,4
6382,270,452,2022,4
6383,270,664,2018,3
6384,270,538,2018,3
6385,270,261,2018,3
6386,270,389,2018,3
6387,270,660,2018,3
6388,270,996,2018,3
6389,270,553,2018,3
6390,270,483,2018,3
6391,270,260,2018,1
6392,270,263,2018,1
6393,270,891,2018,1
6394,270,967,2018,1
6395,270,370,2018,1
6396,270,944,2018,1
6397,270,373,2018,1
6398,270,494,2018,1
6399,270,45,2018,1
6400,270,827,2018,1
6401,271,330,2018,3
6402,271,60,2018,3
6403,271,630,2018,3
6404,271,108,2018,3
6405,271,145,2018,3
6406,271,917,2018,3
6407,271,663,2018,3
6408,271,139,2018,3
6409,271,278,2018,3
6410,271,291,2018,3
6411,271,538,2021,2
6412,271,223,2021,2
6413,271,272,2021,2
6414,271,345,2019,1
6415,271,573,2019,1
6416,271,507,2019,1
6417,271,198,2019,1
6418,271,752,2019,1
6419,271,46,2019,1
6420,271,26,2019,1
6421,272,416,2015,4
6422,272,788,2015,4
6423,272,809,2015,4
6424,272,301,2023,4
6425,272,694,2022,4
6426,272,945,2018,3
6427,272,862,2018,3
6428,272,438,2018,3
6429,272,992,2018,3
6430,272,909,2018,3
6431,272,510,2019,1
6432,272,58,2019,1
6433,272,653,2019,1
6434,272,221,2019,1
6435,272,373,2018,1
6436,272,535,2018,1
6437,272,813,2018,1
6438,272,1,2018,1
6439,272,541,2018,1
6440,272,4,2018,1
